host_id,listings_count,avg_price,avg_rating,superhost_ratio,cluster_id
200874180,1,222.53,4.93,1.0,0
201135428,1,274.0,4.88,0.0,1
201414298,1,252.29,4.8,0.0,1
201430482,4,212.25,4.8625,1.0,0
201688310,1,228.5,4.83,1.0,0
202536938,4,185.23000000000002,4.8725000000000005,1.0,0
202999813,1,618.63,4.97,0.0,1
203065170,18,241.17777777777778,4.790555555555556,0.0,1
203829399,1,169.0,4.69,0.0,1
205780984,3,3682.2233333333334,4.973333333333334,1.0,0
206907108,1,466.0,4.93,1.0,0
207430416,1,282.5,4.99,1.0,0
207541567,1,216.26,4.79,1.0,0
208750284,2,83.0,4.755000000000001,1.0,0
209113456,1,252.29,4.92,0.0,1
209402966,1,138.0,4.7,0.0,1
209530552,1,1472.0,5.0,1.0,0
210210810,1,1244.0,4.75,1.0,0
210212078,3,69.97333333333334,5.0,1.0,0
210553663,1,261.6,4.92,0.0,1
211681082,1,252.29,5.0,0.0,1
212075336,2,472.31,4.995,1.0,0
212078276,1,252.29,4.92,0.0,1
212709106,1,395.0,4.97,1.0,0
212998144,2,104.25,4.96,0.0,1
213617234,2,163.25,5.0,1.0,0
214206241,1,205.5,4.98,1.0,0
215092267,1,314.0,4.81,1.0,0
216480693,4,127.0,4.8925,1.0,0
216566045,1,1807.0,4.92,0.0,1
216581684,1,252.29,4.92,0.0,1
216743744,1,1227.0,5.0,0.0,1
217269498,1,175.22,4.92,0.0,1
218088604,4,115.8475,4.8825,1.0,0
218110608,9,1419.4444444444443,4.897777777777778,0.0,1
218268629,1,328.0,4.95,1.0,0
219062858,1,252.29,4.0,0.0,1
219335040,2,453.31,4.92,1.0,0
219791143,8,235.2175,4.80625,0.0,1
221456255,1,246.0,4.8,0.0,1
221930525,1,79.82,4.92,0.0,1
222085441,1,282.74,4.0,0.0,1
222115995,1,153.8,4.94,0.0,1
222767094,2,901.4,4.85,1.0,0
222913107,1,226.0,4.85,0.0,1
223365296,1,362.5,4.95,1.0,0
224106606,1,339.0,4.96,1.0,0
224195223,1,372.47,4.92,0.0,1
224418934,2,147.0,4.825,1.0,0
224905323,1,254.96,4.92,1.0,0
224976669,5,392.4,4.9399999999999995,0.0,1
224997048,1,234.0,4.88,1.0,0
225081901,2,75.335,4.96,0.0,1
225241437,1,227.43,4.92,0.0,1
225462111,1,143.62,4.0,0.0,1
225791151,3,298.0,4.81,0.0,1
226139736,1,965.43,4.92,1.0,0
226367074,1,278.02,5.0,0.0,1
226555948,13,73.24230769230769,4.851538461538461,1.0,0
228257645,1,252.29,4.92,0.0,1
228403862,1,182.53,5.0,0.0,1
228792190,3,176.0,4.82,0.0,1
228795585,1,243.5,4.72,1.0,0
